arch,cpu-clock,isa,l1d_assoc,l1d_cache_lines,l1d_shared_by_threads,l1d_size,l2_assoc,l2_cache_lines,l2_shared_by_threads,l2_size,l3_assoc,l3_cache_lines,l3_shared_by_threads,l3_size,mem-size,mem-type,mem_clock,num-cpus,runtime
IntelCorei76820EQ_LPDDR31866_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,LPDDR3,1866,4,23999
IntelCorei76820EQ_LPDDR31866_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,LPDDR3,1866,4,23999
IntelCorei76820EQ_LPDDR31866_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,LPDDR3,1866,4,23999
IntelCorei76820EQ_LPDDR31866_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,LPDDR3,1866,4,23999
IntelCorei76820EQ_DDR42133_2GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,2,DDR4,2133,4,23989
IntelCorei76820EQ_DDR42133_3GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,3,DDR4,2133,4,23989
IntelCorei76820EQ_DDR42133_4GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,4,DDR4,2133,4,23989
IntelCorei76820EQ_DDR42133_6GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,6,DDR4,2133,4,23989
IntelCorei76820EQ_DDR42133_7GB,2.8,X86_64,8,64,1,32,4,64,1,256,16,64,4,8,7,DDR4,2133,4,23989
IntelCorei76700HQ_DDR31600_2GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,25881
IntelCorei76700HQ_DDR31600_3GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,25881
IntelCorei76700HQ_DDR31600_4GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,25881
IntelCorei76700HQ_DDR31600_6GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,25881
IntelCorei76700HQ_DDR31600_7GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,25881
IntelCorei58350U_DDR42400_2GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2400,4,39551
IntelCorei58350U_DDR42400_3GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2400,4,39551
IntelCorei58350U_DDR42400_4GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2400,4,39551
IntelCorei58350U_DDR42400_6GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2400,4,39551
IntelCorei58350U_DDR42400_7GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2400,4,39551
IntelCorei58350U_LPDDR32133_2GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,2133,4,39518
IntelCorei58350U_LPDDR32133_3GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,2133,4,39518
IntelCorei58350U_LPDDR32133_4GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,2133,4,39518
IntelCorei58350U_LPDDR32133_6GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,2133,4,39518
IntelCorei58350U_LPDDR32133_7GB,1.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,2133,4,39518
IntelCorei57300U_DDR42133_2GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR4,2133,2,25907
IntelCorei57300U_DDR42133_3GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR4,2133,2,25907
IntelCorei57300U_DDR42133_4GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR4,2133,2,25907
IntelCorei57300U_DDR42133_6GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR4,2133,2,25907
IntelCorei57300U_DDR42133_7GB,2.6,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR4,2133,2,25907
IntelCorei57440EQ_DDR31600_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,23235
IntelCorei57440EQ_DDR31600_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,23235
IntelCorei57440EQ_DDR31600_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,23235
IntelCorei57440EQ_DDR31600_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,23235
IntelCorei57440EQ_DDR31600_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,23235
IntelCorei57440EQ_DDR42400_2GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2400,4,23208
IntelCorei57440EQ_DDR42400_3GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2400,4,23208
IntelCorei57440EQ_DDR42400_4GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2400,4,23208
IntelCorei57440EQ_DDR42400_6GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2400,4,23208
IntelCorei57440EQ_DDR42400_7GB,2.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2400,4,23208
IntelCorei57300HQ_LPDDR32133_2GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,2133,4,26885
IntelCorei57300HQ_LPDDR32133_3GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,2133,4,26885
IntelCorei57300HQ_LPDDR32133_4GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,2133,4,26885
IntelCorei57300HQ_LPDDR32133_6GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,2133,4,26885
IntelCorei57300HQ_LPDDR32133_7GB,2.5,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,2133,4,26885
IntelCorei56360U_DDR31600_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR3,1600,2,33628
IntelCorei56360U_DDR31600_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR3,1600,2,33628
IntelCorei56360U_DDR31600_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR3,1600,2,33628
IntelCorei56360U_DDR31600_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR3,1600,2,33628
IntelCorei56360U_DDR31600_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR3,1600,2,33628
IntelCorei56360U_LPDDR32133_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,LPDDR3,2133,2,33566
IntelCorei56360U_LPDDR32133_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,2133,2,33566
IntelCorei56360U_LPDDR32133_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,2133,2,33566
IntelCorei56360U_LPDDR32133_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,2133,2,33566
IntelCorei56360U_LPDDR32133_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,LPDDR3,2133,2,33566
IntelCorei56360U_DDR42133_2GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR4,2133,2,33620
IntelCorei56360U_DDR42133_3GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR4,2133,2,33620
IntelCorei56360U_DDR42133_4GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR4,2133,2,33620
IntelCorei56360U_DDR42133_6GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR4,2133,2,33620
IntelCorei56360U_DDR42133_7GB,2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR4,2133,2,33620
IntelCorei56300U_LPDDR32133_2GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,LPDDR3,2133,2,28053
IntelCorei56300U_LPDDR32133_3GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,LPDDR3,2133,2,28053
IntelCorei56300U_LPDDR32133_4GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,LPDDR3,2133,2,28053
IntelCorei56300U_LPDDR32133_6GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,LPDDR3,2133,2,28053
IntelCorei56300U_LPDDR32133_7GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,LPDDR3,2133,2,28053
IntelCorei56442EQ_DDR31600_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR3,1600,4,35367
IntelCorei56442EQ_DDR31600_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR3,1600,4,35367
IntelCorei56442EQ_DDR31600_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR3,1600,4,35367
IntelCorei56442EQ_DDR31600_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR3,1600,4,35367
IntelCorei56442EQ_DDR31600_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR3,1600,4,35367
IntelCorei56442EQ_LPDDR31866_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,1866,4,35338
IntelCorei56442EQ_LPDDR31866_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,1866,4,35338
IntelCorei56442EQ_LPDDR31866_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,1866,4,35338
IntelCorei56442EQ_LPDDR31866_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,1866,4,35338
IntelCorei56442EQ_LPDDR31866_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,1866,4,35338
IntelCorei56442EQ_DDR42133_2GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2133,4,35367
IntelCorei56442EQ_DDR42133_3GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2133,4,35367
IntelCorei56442EQ_DDR42133_4GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2133,4,35367
IntelCorei56442EQ_DDR42133_6GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2133,4,35367
IntelCorei56442EQ_DDR42133_7GB,1.9,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2133,4,35367
IntelCorei56440EQ_LPDDR31866_2GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,LPDDR3,1866,4,24896
IntelCorei56440EQ_LPDDR31866_3GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,LPDDR3,1866,4,24896
IntelCorei56440EQ_LPDDR31866_4GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,LPDDR3,1866,4,24896
IntelCorei56440EQ_LPDDR31866_6GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,LPDDR3,1866,4,24896
IntelCorei56440EQ_LPDDR31866_7GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,LPDDR3,1866,4,24896
IntelCorei56440EQ_DDR42133_2GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,2,DDR4,2133,4,24898
IntelCorei56440EQ_DDR42133_3GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,3,DDR4,2133,4,24898
IntelCorei56440EQ_DDR42133_4GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,4,DDR4,2133,4,24898
IntelCorei56440EQ_DDR42133_6GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,6,DDR4,2133,4,24898
IntelCorei56440EQ_DDR42133_7GB,2.7,X86_64,8,64,1,32,4,64,1,256,12,64,4,6,7,DDR4,2133,4,24898
IntelCorei38130U_DDR42400_2GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,DDR4,2400,2,30610
IntelCorei38130U_DDR42400_3GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,DDR4,2400,2,30610
IntelCorei38130U_DDR42400_4GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,DDR4,2400,2,30610
IntelCorei38130U_DDR42400_6GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,DDR4,2400,2,30610
IntelCorei38130U_DDR42400_7GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,DDR4,2400,2,30610
IntelCorei38130U_LPDDR32133_2GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,2,LPDDR3,2133,2,30577
IntelCorei38130U_LPDDR32133_3GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,3,LPDDR3,2133,2,30577
IntelCorei38130U_LPDDR32133_4GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,4,LPDDR3,2133,2,30577
IntelCorei38130U_LPDDR32133_6GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,6,LPDDR3,2133,2,30577
IntelCorei38130U_LPDDR32133_7GB,2.2,X86_64,8,64,1,32,4,64,1,256,16,64,2,4,7,LPDDR3,2133,2,30577
IntelCorei37100U_DDR31600_2GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,2,DDR3,1600,2,28048
IntelCorei37100U_DDR31600_3GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,3,DDR3,1600,2,28048
IntelCorei37100U_DDR31600_4GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,4,DDR3,1600,2,28048
IntelCorei37100U_DDR31600_6GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,6,DDR3,1600,2,28048
IntelCorei37100U_DDR31600_7GB,2.4,X86_64,8,64,1,32,4,64,1,256,12,64,2,3,7,DDR3,1600,2,28048
